ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
67.9353938,18.1420081,0.0310,0.0256,-0.0021,9.289,0.020,53.8,6.555E+00,6.889,0.014,78.4,5.937E+00,1,0,0000,AA,10,58155.39692160,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.756989,112.922857
67.9354085,18.1420450,0.0280,0.0249,-0.0094,9.460,0.017,65.8,1.056E+01,7.056,0.013,85.0,4.318E+00,1,0,0000,AA,10,59092.11604068,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.764847,102.228202
67.9353963,18.1420016,0.0294,0.0260,-0.0059,9.354,0.019,56.3,1.554E+01,6.920,0.013,82.3,4.545E+00,1,0,0000,AA,10,58155.06966118,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.774190,114.271461
67.9354131,18.1420505,0.0259,0.0252,0.0109,9.391,0.019,58.4,2.299E+01,6.993,0.011,94.9,1.182E+01,1,0,0000,AA,10,58361.76635881,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.776365,100.553892
67.9353958,18.1419979,0.0245,0.0236,-0.0077,9.427,0.017,65.3,7.563E+00,6.986,0.012,91.0,4.208E+00,1,0,0000,AA,10,58886.86932348,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.778212,115.217268
67.9353778,18.1419622,0.0266,0.0236,-0.0047,9.346,0.015,71.4,9.758E+00,6.903,0.014,75.7,4.021E+00,1,0,0000,AA,10,57798.72087238,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.790216,125.606830
67.9353886,18.1419765,0.0246,0.0215,0.0035,9.406,0.015,72.3,1.075E+01,6.990,0.012,91.9,6.995E+00,1,0,0000,AA,10,58519.56155493,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.792818,121.022562
67.9353969,18.1419883,0.0286,0.0237,-0.0015,9.425,0.014,77.1,1.178E+01,7.027,0.014,80.0,3.933E+00,1,0,0000,AA,10,58887.13100324,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.796895,117.350499
67.9354230,18.1420881,0.0312,0.0265,0.0057,9.283,0.017,65.2,2.835E+01,6.912,0.015,72.8,1.306E+01,1,0,0000,AA,10,58728.93144919,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.797132,90.491612
67.9353948,18.1419830,0.0258,0.0234,0.0055,9.394,0.015,70.2,1.161E+01,6.985,0.014,76.1,3.214E+00,1,0,0000,AA,10,58887.00022707,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.799534,118.801632
67.9354053,18.1420013,0.0295,0.0247,-0.0161,9.279,0.018,58.7,8.472E+00,6.890,0.014,79.8,4.227E+00,1,0,0000,AA,10,57797.86948743,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.802788,113.438406
67.9354144,18.1420246,0.0272,0.0255,0.0020,9.481,0.018,61.6,8.371E+00,6.984,0.014,80.3,6.263E+00,1,0,0000,AA,10,58519.43065132,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.802971,107.050229
67.9353992,18.1419790,0.0252,0.0227,-0.0115,9.349,0.013,84.1,2.436E+01,6.921,0.012,89.6,1.621E+01,1,0,0000,AA,5,56713.28093778,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.819680,119.176760
67.9354134,18.1420072,0.0310,0.0265,-0.0112,9.330,0.019,58.1,9.284E+00,6.986,0.015,71.6,5.963E+00,1,0,0000,AA,10,57431.18642307,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.820331,111.306980
67.9354071,18.1419886,0.0309,0.0294,-0.0195,9.411,0.016,66.2,1.833E+01,6.930,0.018,60.2,6.970E+00,1,0,0000,AA,10,58886.41154323,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.827565,116.174061
67.9354301,18.1420546,0.0258,0.0229,-0.0079,9.429,0.014,78.7,1.703E+01,7.047,0.012,90.2,5.487E+00,1,0,0000,AA,5,59092.57381968,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.831216,98.819176
67.9354418,18.1420615,0.0271,0.0241,-0.0075,9.418,0.017,65.3,1.978E+01,7.055,0.012,87.2,4.763E+00,1,0,0000,AA,10,59092.24681646,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.867503,96.792242
67.9354444,18.1419938,0.0249,0.0254,-0.0051,9.373,0.016,66.3,1.495E+01,7.102,0.012,89.3,1.261E+01,1,0,0000,AA,10,58361.43922817,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.936687,111.698884
