ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
67.8921866,18.1345395,0.0227,0.0199,0.0054,7.611,0.017,65.3,10.21,4.991,0.016,69.3,10.07,1,0,0,AA,10,58886.73854731,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.837314,130.321055
67.8922059,18.1346114,0.0256,0.0209,0.008,7.632,0.016,67.7,12.39,5.007,0.014,78.7,15.7,1,0,0,AA,10,58886.80399911,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.759126,111.884885
67.8922077,18.134561,0.0295,0.0259,0.0062,7.692,0.018,59.1,24.59,4.974,0.018,59.5,15.89,1,0,0,AA,10,58886.86932348,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.848877,123.166649
67.8922026,18.1344821,0.0239,0.0244,-0.0063,7.659,0.013,86,41.56,4.915,0.022,48.7,6.549,1,0,0,AA,10,58887.00022707,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.020097,137.197158
67.8921441,18.1344936,0.0246,0.0215,-0.0104,7.692,0.013,81.9,22.7,4.929,0.018,61.2,16.01,1,0,0,AA,10,58887.13100324,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.861942,145.113377
67.8920767,18.1347137,0.0266,0.0218,-0.0084,7.732,0.014,76.5,16.29,5.495,0.012,93.3,263.3,1,0,0,AA,10,58887.26177941,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.275922,71.98821
67.8919825,18.1345609,0.0261,0.0243,-0.001,7.704,0.017,62.8,27.74,5.434,0.012,89.3,288.6,1,0,0,AA,10,59092.11604068,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.468598,187.340452
67.89208,18.13452,0.0247,0.0243,-0.0066,7.775,0.015,70.8,18.77,5.712,0.012,88.7,233.1,1,0,0,AA,10,59092.24681646,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.670415,155.905167
67.8921672,18.1345822,0.0303,0.0336,-0.0064,7.692,0.016,66.3,36.32,5.262,0.022,50.1,32,1,0,0,AA,10,59092.24694382,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.691242,124.154367
67.8921478,18.1347751,0.0218,0.0194,0.0046,7.713,0.013,84.8,96.63,4.724,0.011,99.2,87.41,1,0,0,AA,5,59092.37771968,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.591216,58.789416
67.8921414,18.1344918,0.0269,0.0282,-0.0104,7.705,0.017,64.8,19.31,4.969,0.021,52.2,137.1,1,0,0,AA,10,59092.50849545,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.862052,145.863345
67.8922044,18.1345906,0.0261,0.0214,-0.0037,7.761,0.013,83.9,38.21,5.337,0.014,76.9,76.36,1,0,0,AA,5,59092.57381968,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.785528,117.099686
67.8923282,18.134694,0.0219,0.0184,-0.0023,7.781,0.014,78.3,40.53,4.875,0.011,97.8,63.96,1,0,0,AA,5,59092.63927116,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.122923,89.265186
67.8920963,18.134734,0.0261,0.024,-0.0104,7.779,0.014,80.3,63.95,4.871,0.016,68.5,47.54,1,0,0,AA,10,59092.70459541,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.365563,64.322319
67.8921972,18.1347658,0.0257,0.0244,0.0036,7.746,0.015,71.4,46.26,4.805,0.02,53.7,23.2,1,0,0,AA,10,59092.83537122,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.727752,67.977986
67.8919907,18.1344098,0.0295,0.028,0.0029,7.829,0.02,53.3,24.51,5.661,0.013,85.5,87.39,1,0,0,AA,5,59092.96614704,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.009222,181.806623
67.8920652,18.1345176,0.0242,0.0238,-0.0126,7.744,0.019,56,12.32,5.605,0.011,100.7,411.4,1,0,0,AA,10,59092.96627435,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.659504,160.231311
67.8920661,18.1345649,0.0284,0.0226,0.0074,7.747,0.018,59.2,10.62,5.041,0.016,66.6,20.28,1,0,0,AA,10,59093.09705021,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.503946,153.337315
